(title "Wall Yplus")
(labels "Position" "Wall Yplus")

((xy/key/label "airfoil_wall")
-0.856798	0.449941
-0.853986	0.45248
-0.851174	0.451989
-0.848362	0.449235
-0.845549	0.449449
-0.842737	0.451557
-0.839924	0.453313
-0.837111	0.454824
-0.834298	0.45242
-0.831485	0.449929
-0.828672	0.451889
-0.825858	0.452227
-0.823045	0.450695
-0.820231	0.452527
-0.817417	0.453483
-0.814603	0.453585
-0.811789	0.455428
-0.808975	0.455108
-0.806161	0.452352
-0.803346	0.452958
-0.800531	0.455642
-0.797717	0.457298
-0.794902	0.456682
-0.792087	0.454937
-0.789272	0.45585
-0.786457	0.457637
-0.783641	0.458575
-0.780826	0.457972
-0.77801	0.456758
-0.775194	0.455723
-0.772379	0.455452
-0.769563	0.457893
-0.766747	0.460611
-0.76393	0.461505
-0.761114	0.460051
-0.758298	0.457945
-0.755481	0.458719
-0.752664	0.459345
-0.749847	0.459929
-0.747031	0.460462
-0.744214	0.458743
-0.741396	0.458852
-0.738579	0.460712
-0.735762	0.461324
-0.732944	0.460223
-0.730127	0.460067
-0.727309	0.460867
-0.724491	0.462101
-0.721673	0.463115
-0.718855	0.462627
-0.716037	0.462693
-0.713218	0.463004
-0.7104	0.465282
-0.707581	0.46595
-0.704763	0.463657
-0.701944	0.465712
-0.699125	0.466843
-0.696306	0.465298
-0.693487	0.466843
-0.690668	0.466731
-0.687848	0.465138
-0.685029	0.467286
-0.682209	0.466967
-0.679389	0.464206
-0.67657	0.465825
-0.67375	0.468652
-0.67093	0.469983
-0.66811	0.468776
-0.665289	0.466293
-0.662469	0.466297
-0.659648	0.468062
-0.656828	0.468896
-0.654007	0.468677
-0.651186	0.468926
-0.648365	0.468402
-0.645544	0.469606
-0.642723	0.469524
-0.639902	0.467011
-0.63708	0.469296
-0.634259	0.472396
-0.631437	0.470389
-0.628615	0.467632
-0.625794	0.469879
-0.622972	0.473682
-0.62015	0.473195
-0.617327	0.469521
-0.614505	0.469528
-0.611683	0.472515
-0.60886	0.474204
-0.606037	0.475666
-0.603215	0.473652
-0.600392	0.471255
-0.597569	0.473382
-0.594746	0.472095
-0.591923	0.47307
-0.589099	0.476362
-0.586276	0.475033
-0.583452	0.473585
-0.580629	0.471614
-0.577805	0.474831
-0.574981	0.476271
-0.572157	0.471962
-0.569333	0.473597
-0.566509	0.47617
-0.563684	0.47613
-0.56086	0.476756
-0.558035	0.477858
-0.55521	0.478574
