(title "Wall Shear Stress")
(labels "Position" "Wall Shear Stress")

((xy/key/label "airfoil_wall")
-0.856798	2.96447
-0.853986	2.99795
-0.851174	2.99146
-0.848362	2.95515
-0.845549	2.95798
-0.842737	2.98573
-0.839924	3.00904
-0.837111	3.02909
-0.834298	2.99723
-0.831485	2.96424
-0.828672	2.9902
-0.825858	2.99465
-0.823045	2.97434
-0.820231	2.9986
-0.817417	3.01126
-0.814603	3.01261
-0.811789	3.03716
-0.808975	3.0329
-0.806161	2.99627
-0.803346	3.00433
-0.800531	3.04001
-0.797717	3.06214
-0.794902	3.05392
-0.792087	3.0306
-0.789272	3.04279
-0.786457	3.06668
-0.783641	3.07927
-0.780826	3.07118
-0.77801	3.0549
-0.775194	3.04108
-0.772379	3.03746
-0.769563	3.07015
-0.766747	3.10667
-0.76393	3.11873
-0.761114	3.09914
-0.758298	3.07081
-0.755481	3.08122
-0.752664	3.08961
-0.749847	3.09749
-0.747031	3.10467
-0.744214	3.08152
-0.741396	3.08299
-0.738579	3.10803
-0.735762	3.11628
-0.732944	3.10144
-0.730127	3.09933
-0.727309	3.11012
-0.724491	3.12681
-0.721673	3.14053
-0.718855	3.13391
-0.716037	3.13481
-0.713218	3.13903
-0.7104	3.17008
-0.707581	3.17914
-0.704763	3.1479
-0.701944	3.17595
-0.699125	3.19132
-0.696306	3.17021
-0.693487	3.19133
-0.690668	3.1898
-0.687848	3.16803
-0.685029	3.19742
-0.682209	3.19308
-0.679389	3.15535
-0.67657	3.17744
-0.67375	3.21608
-0.67093	3.23437
-0.66811	3.21783
-0.665289	3.18379
-0.662469	3.18385
-0.659648	3.208
-0.656828	3.21943
-0.654007	3.21641
-0.651186	3.21983
-0.648365	3.21266
-0.645544	3.22925
-0.642723	3.22812
-0.639902	3.19359
-0.63708	3.22502
-0.634259	3.26767
-0.631437	3.24005
-0.628615	3.20209
-0.625794	3.23303
-0.622972	3.2855
-0.62015	3.27877
-0.617327	3.22807
-0.614505	3.22816
-0.611683	3.26933
-0.60886	3.29273
-0.606037	3.31308
-0.603215	3.28518
-0.600392	3.25191
-0.597569	3.28137
-0.594746	3.26364
-0.591923	3.27723
-0.589099	3.32277
-0.586276	3.30426
-0.583452	3.28414
-0.580629	3.25688
-0.577805	3.30173
-0.574981	3.32163
-0.572157	3.2617
-0.569333	3.28443
-0.566509	3.32009
-0.563684	3.31954
-0.56086	3.32826
-0.558035	3.34368
-0.55521	3.3537
-0.552386	3.34423
-0.549561	3.36946
-0.546736	3.38277
-0.543911	3.32631
-0.541085	3.35961
-0.53826	3.41242
-0.535434	3.37042
-0.532609	3.36254
-0.529783	3.38953
-0.526957	3.41282
-0.524131	3.46047
-0.521305	3.45716
-0.518479	3.3965
-0.515653	3.42298
-0.512826	3.45758
-0.51	3.47242
-0.507173	3.47484
-0.504346	3.42358
-0.50152	3.43267
-0.498693	3.47391
-0.495866	3.49566
-0.493038	3.5225
-0.490211	3.56304
-0.487384	3.54942
-0.484556	3.48351
-0.481729	3.48044
-0.478901	3.54866
-0.476073	3.61954
-0.473245	3.58418
-0.470417	3.51585
-0.467589	3.57314
-0.46476	3.6101
-0.461932	3.56621
-0.459103	3.57312
-0.456275	3.59981
-0.453446	3.62304
-0.450617	3.63438
-0.447788	3.62686
-0.444959	3.63307
-0.44213	3.66551
-0.439301	3.70404
-0.436471	3.69352
-0.433642	3.6558
-0.430812	3.6472
-0.427983	3.66559
-0.425153	3.70075
-0.422323	3.74927
-0.419493	3.75642
-0.416663	3.72185
-0.413833	3.72396
-0.411002	3.77775
-0.408172	3.8214
-0.405341	3.79509
-0.402511	3.75743
-0.39968	3.79606
-0.396849	3.85445
-0.394019	3.86544
-0.391188	3.87953
-0.388357	3.92858
-0.385525	3.89657
-0.382694	3.80651
-0.379863	3.85356
-0.377032	3.94972
-0.3742	3.97562
-0.371369	3.97813
-0.368537	3.96927
-0.365705	3.97337
-0.362873	4.01912
-0.360042	4.04004
-0.35721	4.01413
-0.354378	4.02519
-0.351546	4.06531
-0.348714	4.09462
-0.345881	4.11431
-0.343049	4.13662
-0.340217	4.14953
-0.337385	4.1634
-0.334552	4.20095
-0.33172	4.22279
-0.328887	4.2253
-0.326055	4.22192
-0.323222	4.22249
-0.32039	4.27343
-0.317557	4.31862
-0.314725	4.29776
-0.311892	4.29492
-0.309059	4.36082
-0.306227	4.36807
-0.303394	4.33898
-0.300561	4.39363
-0.297728	4.44282
-0.294896	4.46378
-0.292063	4.49503
-0.28923	4.51079
-0.286398	4.54161
-0.283565	4.57113
-0.280732	4.54955
-0.2779	4.57466
-0.275067	4.62771
-0.272235	4.64626
-0.269402	4.68258
-0.26657	4.6969
-0.263738	4.69975
-0.260905	4.73311
-0.258073	4.77579
-0.255241	4.77834
-0.252409	4.76555
-0.249577	4.81725
-0.246746	4.8332
-0.243914	4.81734
-0.241083	4.85858
-0.238251	4.8934
-0.23542	4.9034
-0.232589	4.91767
-0.229758	4.9463
-0.226928	4.98119
-0.224097	4.99845
-0.221267	5.01065
-0.218437	5.04469
-0.215607	5.07267
-0.988788	1.76626
-0.991592	1.61101
-0.994396	1.56886
-0.997199	1.65986
-1	1.23081
-0.997199	0.720288
-0.994396	0.682694
-0.991592	0.774369
-0.988788	0.862064
-0.985984	0.937371
-0.983179	1.00894
-0.980375	1.08609
-0.97757	1.14783
-0.974765	1.20215
-0.97196	1.2559
-0.969154	1.3002
-0.966349	1.34512
-0.963543	1.38902
-0.960737	1.4346
-0.957931	1.47832
-0.955125	1.5156
-0.952318	1.54927
-0.949512	1.58947
-0.946705	1.64027
-0.943898	1.66831
-0.94109	1.68729
-0.938283	1.72928
-0.935475	1.76509
-0.932668	1.79457
-0.92986	1.83063
-0.927052	1.865
-0.924244	1.89284
-0.921435	1.91972
-0.918627	1.94463
-0.915818	1.96941
-0.913009	1.99644
-0.9102	2.02605
-0.907391	2.0486
-0.904581	2.06317
-0.901772	2.08911
-0.898962	2.11696
-0.896152	2.14583
-0.893342	2.17584
-0.890532	2.19765
-0.887722	2.22083
-0.884911	2.24027
-0.882101	2.25506
-0.87929	2.27737
-0.876479	2.29793
-0.873668	2.30866
-0.870857	2.32523
-0.868045	2.34926
-0.865234	2.37067
-0.862422	2.39105
-0.85961	2.40857
-0.856798	2.42442
-0.853986	2.44316
-0.851174	2.45892
-0.848362	2.47378
-0.845549	2.48893
-0.842737	2.50271
-0.839924	2.51965
-0.837111	2.53838
-0.834298	2.55943
-0.831485	2.57683
-0.828672	2.58835
